gem_rxn_id,gem_rxn,gem_bigg,gem_rxn_name
MECDPS,2p4c2me_c --> 2mecdp_c + cmp_c,MECDPS,"2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase"
GUI1,glcur_c <=> fruur_c,GUI1,Glucuronate isomerase (D-glucuronate)
EDTXS3,hdeACP_c + kdo2lipid4_c --> ACP_c + kdo2lipid4p_c,EDTXS3,Endotoxin Synthesis (palmitoleoyl ACP)
PGAMT,gam1p_c <=> gam6p_c,PGAMT,Phosphoglucosamine mutase
DDGLK,2ddglcn_c + atp_c --> 2ddg6p_c + adp_c + h_c,DDGLK,2-dehydro-3-deoxygluconokinase
EDTXS4,kdo2lipid4p_c + myrsACP_c --> ACP_c + lipa_cold_c,EDTXS4,Endotoxin Synthesis (myristoyl transferase)
XYLI2,glc__D_c <=> fru_c,XYLI2,Xylose isomerase
PMANM,man1p_c <=> man6p_c,PMANM,Phosphomannomutase
ICL,icit_c --> glx_c + succ_c,ICL,Isocitrate lyase
UAGDP,acgam1p_c + h_c + utp_c --> ppi_c + uacgam_c,UAGDP,UDP-N-acetylglucosamine diphosphorylase
UAGCVT,pep_c + uacgam_c --> pi_c + uaccg_c,UAGCVT,UDP-N-acetylglucosamine 1-carboxyvinyltransferase
GLUR,glu__D_c <=> glu__L_c,GLUR,Glutamate racemase
EX_tmao_e,tmao_e --> ,EX_tmao_e,Trimethylamine N-oxide exchange
UAG2E,uacgam_c <=> uacmam_c,UAG2E,UDP-N-acetylglucosamine 2-epimerase
EX_acald_e,acald_e --> ,EX_acald_e,Acetaldehyde exchange
GLYCL,gly_c + nad_c + thf_c --> co2_c + mlthf_c + nadh_c + nh4_c,GLYCL,Glycine Cleavage System
CMPN,cmp_c + h2o_c --> csn_c + r5p_c,CMPN,CMP nucleosidase
NNDPR,2.0 h_c + prpp_c + quln_c --> co2_c + nicrnt_c + ppi_c,NNDPR,Nicotinate-nucleotide diphosphorylase (carboxylating)
HCYSMT,amet_c + hcys__L_c --> ahcys_c + h_c + met__L_c,HCYSMT,Homocysteine S-methyltransferase
EX_melib_e,melib_e --> ,EX_melib_e,Melibiose exchange
MACPD,h_c + malACP_c --> acACP_c + co2_c,MACPD,Malonyl-ACP decarboxylase
DMQMT,2omhmbl_c + amet_c --> ahcys_c + h_c + q8h2_c,DMQMT,3-Dimethylubiquinonol 3-methyltransferase
UDPG4E,udpg_c <=> udpgal_c,UDPG4E,UDPglucose 4-epimerase
LACZ,h2o_c + lcts_c --> gal_c + glc__D_c,LACZ,B-galactosidase
TRE6PH,h2o_c + tre6p_c --> g6p_c + glc__D_c,TRE6PH,Trehalose-6-phosphate hydrolase
XYLI1,xyl__D_c <=> xylu__D_c,XYLI1,Xylose isomerase
PPC,co2_c + h2o_c + pep_c --> h_c + oaa_c + pi_c,PPC,Phosphoenolpyruvate carboxylase
ICHORS_copy1,chor_c --> ichor_c,ICHORS,Isochorismate synthase
EX_sucr_e,sucr_e --> ,EX_sucr_e,Sucrose exchange
ALDD4,btal_c + h2o_c + nad_c --> but_c + 2.0 h_c + nadh_c,ALDD4,"Aldehyde dehydrogenase (butanal, NAD)"
HACD4,3odcoa_c + h_c + nadh_c <=> 3hdcoa_c + nad_c,HACD4,3-hydroxyacyl-CoA dehydrogenase (3-oxodecanoyl-CoA)
G3PT,glyc3p_c + h2o_c --> glyc_c + pi_c,G3PT,Glycerol-3-phosphatase
CINNDO,cinnm_c + h_c + nadh_c + o2_c --> cenchddd_c + nad_c,CINNDO,Cinnamate dioxygenase
DHPPD,cechddd_c + nad_c --> dhpppn_c + h_c + nadh_c,DHPPD,"2,3-dihydroxyphenylpropionate dehydrogenase"
EX_tre_e,tre_e --> ,EX_tre_e,Trehalose exchange
EX_zn2_e,zn2_e <=> ,EX_zn2_e,Zinc exchange
HACD5,3oddcoa_c + h_c + nadh_c <=> 3hddcoa_c + nad_c,HACD5,3-hydroxyacyl-CoA dehydrogenase (3-oxododecanoyl-CoA)
DHCIND,cenchddd_c + nad_c --> dhcinnm_c + h_c + nadh_c,DHCIND,"2,3-dihydroxycinnamate dehydrogenase"
HACD7,3ohdcoa_c + h_c + nadh_c <=> 3hhdcoa_c + nad_c,HACD7,3-hydroxyacyl-CoA dehydrogenase (3-oxohexadecanoyl-CoA)
CITL,cit_c --> ac_c + oaa_c,CITL,Citrate lyase
GOFUCR,gdpofuc_c + h_c + nadph_c --> gdpfuc_c + nadp_c,GOFUCR,GDP-4-oxo-L-fucose reductase
PYDXK,atp_c + pydx_c --> adp_c + h_c + pydx5p_c,PYDXK,Pyridoxal kinase
DNMPPA,dhpmp_c + h2o_c --> dhnpt_c + pi_c,DNMPPA,Dihydroneopterin monophosphate dephosphorylase
HPPK2,6hmhpt_c + atp_c --> 6hmhptpp_c + amp_c + h_c,HPPK2,6-hydroxymethyl-dihydropterin pyrophosphokinase
PTPATi,atp_c + h_c + pan4p_c --> dpcoa_c + ppi_c,PTPATi,Pantetheine-phosphate adenylyltransferase
HEX7,atp_c + fru_c --> adp_c + f6p_c + h_c,HEX7,Hexokinase (D-fructose:ATP)
DXPRIi,dxyl5p_c + h_c + nadph_c --> 2me4p_c + nadp_c,DXPRIi,1-deoxy-D-xylulose reductoisomerase
GTPCII2,gtp_c + 3.0 h2o_c --> 25drapp_c + for_c + 2.0 h_c + ppi_c,GTPCII2,GTP cyclohydrolase II (25drapp)
URIC,2.0 h2o_c + o2_c + urate_c --> alltn_c + co2_c + h2o2_c,URIC,Uricase
SADT2,atp_c + gtp_c + h2o_c + so4_c --> aps_c + gdp_c + pi_c + ppi_c,SADT2,Sulfate adenyltransferase
OPHBDC,3ophb_c + h_c --> 2oph_c + co2_c,OPHBDC,Octaprenyl-hydroxybenzoate decarboxylase
AACPS1,ACP_c + atp_c + ttdca_c --> amp_c + myrsACP_c + ppi_c,AACPS1,Acyl-[acyl-carrier-protein] synthetase (n-C14:0)
OHPHM,2ohph_c + amet_c --> 2omph_c + ahcys_c + h_c,OHPHM,2-octaprenyl-6-hydroxyphenol methylase
GHMT2r,ser__L_c + thf_c <=> gly_c + h2o_c + mlthf_c,GHMT2r,"Glycine hydroxymethyltransferase, reversible"
DHORD2,dhor__S_c + q8_c --> orot_c + q8h2_c,DHORD2,Dihydoorotic acid dehydrogenase (quinone8)
LCARS,h_c + lald__L_c + nadh_c <=> 12ppd__S_c + nad_c,LCARS,"Lacaldehyde reductase (S-propane-1,2-diol forming)"
ALCD19,glyald_c + h_c + nadh_c <=> glyc_c + nad_c,ALCD19,Alcohol dehydrogenase (glycerol)
RMPA,rml1p_c <=> dhap_c + lald__L_c,RMPA,Rhamnulose-1-phosphate aldolase
SBTPD,nad_c + sbt6p_c <=> f6p_c + h_c + nadh_c,SBTPD,Sorbitol-6-phosphate dehydrogenase
PFK_2,atp_c + tag6p__D_c --> adp_c + h_c + tagdp__D_c,PFK_2,Phosphofructokinase
GLTPD,galt1p_c + nad_c <=> h_c + nadh_c + tag6p__D_c,GLTPD,Galactitol-1-phosphate dehydrogenase
EX_hdcea_e,hdcea_e --> ,EX_hdcea_e,Hexadecenoate (n-C16:1) exchange
ACACCT,acac_c + accoa_c --> aacoa_c + ac_c,ACACCT,Acetyl-CoA:acetoacetyl-CoA transferase
SDPDS,h2o_c + sl26da_c --> 26dap_LL_c + succ_c,SDPDS,Succinyl-diaminopimelate desuccinylase
BUTCT,accoa_c + but_c --> ac_c + btcoa_c,BUTCT,Acetyl-CoA:butyrate-CoA transferase
TGBPA,tagdp__D_c <=> dhap_c + g3p_c,TGBPA,Tagatose-bisphosphate aldolase
MANAO,mana_c + nad_c <=> fruur_c + h_c + nadh_c,MANAO,Mannonate oxidoreductase
TAGURr,altrn_c + nad_c <=> h_c + nadh_c + tagur_c,TAGURr,Tagaturonate reductase
DMSOR1,dmso_c + mql8_c --> dms_c + h2o_c + mqn8_c,DMSOR1,Dimethyl sulfoxide reductase (Menaquinol 8)
PGLYCP,2pglyc_c + h2o_c --> glyclt_c + pi_c,PGLYCP,Phosphoglycolate phosphatase
2DGULRx,2dhguln_c + h_c + nadh_c --> idon__L_c + nad_c,2DGULRx,2-dehydro-L-gulonate reductase (NADH)
DKGLCNR2y,25dkglcn_c + h_c + nadph_c --> 5dglcn_c + nadp_c,DKGLCNR2y,"2,5-diketo-D-gluconate reductase (NADPH)"
G1PTT,dttp_c + g1p_c + h_c --> dtdpglu_c + ppi_c,G1PTT,Glucose-1-phosphate thymidylyltransferase
TDPGDH,dtdpglu_c --> dtdp4d6dg_c + h2o_c,TDPGDH,"DTDPglucose 4,6-dehydratase"
ADCS,chor_c + gln__L_c --> 4adcho_c + glu__L_c,ADCS,4-amino-4-deoxychorismate synthase
ADCL,4adcho_c --> 4abz_c + h_c + pyr_c,ADCL,4-aminobenzoate synthase
2DGULRy,2dhguln_c + h_c + nadph_c --> idon__L_c + nadp_c,2DGULRy,2-dehydro-L-gulonate reductase (NADPH)
DHAPT,dha_c + pep_c --> dhap_c + pyr_c,DHAPT,Dihydroxyacetone phosphotransferase
EX_lac__D_e,lac__D_e --> ,EX_lac__D_e,D-lactate exchange
UDPGALM,udpgal_c --> udpgalfur_c,UDPGALM,UDPgalactopyranose mutase
TDPDRE,dtdp4d6dg_c --> dtdp4d6dm_c,TDPDRE,"DTDP-4-dehydrorhamnose 3,5-epimerase"
TDPDRR,dtdp4d6dm_c + h_c + nadph_c --> dtdprmn_c + nadp_c,TDPDRR,DTDP-4-dehydrorhamnose reductase
UMPK,atp_c + ump_c <=> adp_c + udp_c,UMPK,UMP kinase
RZ5PP,5prdmbz_c + h2o_c --> pi_c + rdmbzi_c,RZ5PP,Alpha-ribazole 5-phosphate phosphatase
DDPGALA,2dh3dgal6p_c <=> g3p_c + pyr_c,DDPGALA,2-dehydro-3-deoxy-6-phosphogalactonate aldolase
DURIK1,atp_c + duri_c --> adp_c + dump_c + h_c,DURIK1,Deoxyuridine kinase (ATP:Deoxyuridine)
G3PD6,glyc3p_c + mqn8_c --> dhap_c + mql8_c,G3PD6,Glycerol-3-phosphate dehydrogenase (menaquinone-8)
ALLTN,alltn_c + h2o_c --> alltt_c + h_c,ALLTN,Allantoinase
UAPGR,h_c + nadph_c + uaccg_c --> nadp_c + uamr_c,UAPGR,UDP-N-acetylenolpyruvoylglucosamine reductase
UPPRT,prpp_c + ura_c --> ppi_c + ump_c,UPPRT,Uracil phosphoribosyltransferase
NTD9,gmp_c + h2o_c --> gsn_c + pi_c,NTD9,5'-nucleotidase (GMP)
CTPS2,atp_c + gln__L_c + h2o_c + utp_c --> adp_c + ctp_c + glu__L_c + 2.0 h_c + pi_c,CTPS2,CTP synthase (glutamine)
NTD1,dump_c + h2o_c --> duri_c + pi_c,NTD1,5'-nucleotidase (dUMP)
NTD7,amp_c + h2o_c --> adn_c + pi_c,NTD7,5'-nucleotidase (AMP)
PAPPT3,udcpp_c + ugmda_c --> uagmda_c + ump_c,PAPPT3,"Phospho-N-acetylmuramoyl-pentapeptide-transferase (meso-2,6-diaminopimelate)"
UAGPT3,uacgam_c + uagmda_c --> h_c + uaagmda_c + udp_c,UAGPT3,UDP-N-acetylglucosamine-N-acetylmuramyl-(pentapeptide)pyrophosphoryl-undecaprenol N-acetylglucosamine transferase
NDPK7,atp_c + dcdp_c <=> adp_c + dctp_c,NDPK7,Nucleoside-diphosphate kinase (ATP:dCDP)
AOBUTDs,2aobut_c + h_c --> aact_c + co2_c,AOBUTDs,L-2-amino-3-oxobutanoate decarboxylation (spontaneous)
GLYAT,accoa_c + gly_c <=> 2aobut_c + coa_c,GLYAT,Glycine C-acetyltransferase
ADNUC,adn_c + h2o_c --> ade_c + rib__D_c,ADNUC,Adenosine hydrolase
GMHEPPA,gmhep17bp_c + h2o_c --> gmhep1p_c + pi_c,GMHEPPA,"D-glycero-D-manno-heptose 1,7-bisphosphate phosphatase"
S7PI,s7p_c --> gmhep7p_c,S7PI,Sedoheptulose 7-phosphate isomerase
TRPS3,3ig3p_c --> g3p_c + indole_c,TRPS3,Tryptophan synthase (indoleglycerol phosphate)
EX_ttdcea_e,ttdcea_e --> ,EX_ttdcea_e,Tetradecenoate (n-C14:1) exchange
F6PA,f6p_c <=> dha_c + g3p_c,F6PA,Fructose 6-phosphate aldolase
AGMHE,adphep_DD_c --> adphep_LD_c,AGMHE,ADP-D-glycero-D-manno-heptose epimerase
CRNBTCT,bbtcoa_c + crn_c <=> crncoa_c + gbbtn_c,CRNBTCT,Gamma-butyrobetainyl-CoA: carnitine CoA transferase
CRNCBCT,crn_c + ctbtcoa_c <=> crncoa_c + ctbt_c,CRNCBCT,Crotonobetainyl-CoA: carnitine CoA transferase
NTD10,h2o_c + xmp_c --> pi_c + xtsn_c,NTD10,5'-nucleotidase (XMP)
CRNCDH,crncoa_c <=> ctbtcoa_c + h2o_c,CRNCDH,Carnityl-CoA dehydratse
GMHEPAT,atp_c + gmhep1p_c + h_c --> adphep_DD_c + ppi_c,GMHEPAT,D-glycero-D-manno-hepose 1-phosphate adenyltransferase
EX_h2s_e,h2s_e --> ,EX_h2s_e,Hydrogen sulfide exchange
ADPT,ade_c + prpp_c --> amp_c + ppi_c,ADPT,Adenine phosphoribosyltransferase
EX_gthrd_e,gthrd_e --> ,EX_gthrd_e,Reduced glutathione exchange
IDOND,5dglcn_c + h_c + nadh_c <=> idon__L_c + nad_c,IDOND,L-idonate 5-dehydrogenase
IDOND2,5dglcn_c + h_c + nadph_c --> idon__L_c + nadp_c,IDOND2,L-indonate 5-dehydrogenase (NADP)
FADRx,fad_c + h_c + nadh_c --> fadh2_c + nad_c,FADRx,FAD reductase
GTPDPK,atp_c + gtp_c --> amp_c + gdptp_c + h_c,GTPDPK,GTP diphosphokinase
NADN,h2o_c + nad_c --> adprib_c + h_c + ncam_c,NADN,NAD nucleosidase
GLYCLTDx,glx_c + h_c + nadh_c --> glyclt_c + nad_c,GLYCLTDx,Glycolate dehydrogenase (NAD)
ADK1,amp_c + atp_c <=> 2.0 adp_c,ADK1,Adenylate kinase
NDPK2,atp_c + udp_c <=> adp_c + utp_c,NDPK2,Nucleoside-diphosphate kinase (ATP:UDP)
NDPK3,atp_c + cdp_c <=> adp_c + ctp_c,NDPK3,Nucleoside-diphosphate kinase (ATP:CDP)
HPYRRy,h_c + hpyr_c + nadph_c --> glyc__R_c + nadp_c,HPYRRy,Hydroxypyruvate reductase (NADPH)
NDPK4,atp_c + dtdp_c <=> adp_c + dttp_c,NDPK4,Nucleoside-diphosphate kinase (ATP:dTDP)
ACODA,acorn_c + h2o_c --> ac_c + orn_c,ACODA,Acetylornithine deacetylase
ADA,adn_c + h2o_c + h_c --> ins_c + nh4_c,ADA,Adenosine deaminase
DADA,dad_2_c + h2o_c + h_c --> din_c + nh4_c,DADA,Deoxyadenosine deaminase
ADD,ade_c + h2o_c + h_c --> hxan_c + nh4_c,ADD,Adenine deaminase
FCLT,fe2_c + ppp9_c --> 2.0 h_c + pheme_c,FCLT,Ferrochelatase
HBZOPT,4hbz_c + octdp_c --> 3ophb_c + ppi_c,HBZOPT,Hydroxybenzoate octaprenyltransferase
PNTK,atp_c + pnto__R_c --> 4ppan_c + adp_c + h_c,PNTK,Pantothenate kinase
ADSS,asp__L_c + gtp_c + imp_c --> dcamp_c + gdp_c + 2.0 h_c + pi_c,ADSS,Adenylosuccinate synthase
AGDC,acgam6p_c + h2o_c --> ac_c + gam6p_c,AGDC,N-acetylglucosamine-6-phosphate deacetylase
OCTDPS,frdp_c + 5.0 ipdp_c --> octdp_c + 5.0 ppi_c,OCTDPS,Octaprenyl pyrophosphate synthase
ASNN,asn__L_c + h2o_c --> asp__L_c + nh4_c,ASNN,L-asparaginase
DPCOAK,atp_c + dpcoa_c --> adp_c + coa_c + h_c,DPCOAK,Dephospho-CoA kinase
HETZK,4mhetz_c + atp_c --> 4mpetz_c + adp_c + h_c,HETZK,Hydroxyethylthiazole kinase
ASNS2,asp__L_c + atp_c + nh4_c --> amp_c + asn__L_c + h_c + ppi_c,ASNS2,Asparagine synthetase
ASPCT,asp__L_c + cbp_c --> cbasp_c + h_c + pi_c,ASPCT,Aspartate carbamoyltransferase
KDOPS,ara5p_c + h2o_c + pep_c --> kdo8p_c + pi_c,KDOPS,3-deoxy -D-manno-octulosonic -acid 8-phosphate synthase
KDOPP,h2o_c + kdo8p_c --> kdo_c + pi_c,KDOPP,3-deoxy-manno-octulosonate-8-phosphatase
DMPPS,h2mb4p_c + h_c + nadh_c --> dmpp_c + h2o_c + nad_c,DMPPS,1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate reductase (dmpp)
EX_26dap__M_e,26dap__M_e --> ,EX_26dap__M_e,"Meso-2,6-Diaminoheptanedioate exchange"
MCOATA,ACP_c + malcoa_c <=> coa_c + malACP_c,MCOATA,Malonyl-CoA-ACP transacylase
IPDPS,h2mb4p_c + h_c + nadh_c --> h2o_c + ipdp_c + nad_c,IPDPS,1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate reductase (ipdp)
AST,arg__L_c + succoa_c --> coa_c + h_c + sucarg_c,AST,Arginine succinyltransferase
SGDS,h2o_c + sucglu_c --> glu__L_c + succ_c,SGDS,Succinylglutamate desuccinylase
CYNTAH,cynt_c + 3.0 h_c + hco3_c --> 2.0 co2_c + nh4_c,CYNTAH,Cyanate aminohydrolase
DAPE,26dap_LL_c <=> 26dap__M_c,DAPE,Diaminopimelate epimerase
DHDPRy,23dhdp_c + h_c + nadph_c --> nadp_c + thdp_c,DHDPRy,Dihydrodipicolinate reductase (NADPH)
EX_acnam_e,acnam_e --> ,EX_acnam_e,N-Acetylneuraminate exchange
HSK,atp_c + hom__L_c --> adp_c + h_c + phom_c,HSK,Homoserine kinase
SDPTA,akg_c + sl26da_c <=> glu__L_c + sl2a6o_c,SDPTA,Succinyldiaminopimelate transaminase
GSPMDA,gtspmd_c + h2o_c --> gthrd_c + spmd_c,GSPMDA,Glutathionylspermidine amidase
GSPMDS,atp_c + gthrd_c + spmd_c --> adp_c + gtspmd_c + h_c + pi_c,GSPMDS,Glutathionylspermidine synthetase
GUAD,gua_c + h2o_c + h_c --> nh4_c + xan_c,GUAD,Guanine deaminase
THRS,h2o_c + phom_c --> pi_c + thr__L_c,THRS,Threonine synthase
EX_amp_e,amp_e --> ,EX_amp_e,AMP exchange
HSST,hom__L_c + succoa_c --> coa_c + suchms_c,HSST,Homoserine O-succinyltransferase
PPNDH,h_c + pphn_c --> co2_c + h2o_c + phpyr_c,PPNDH,Prephenate dehydratase
TMAOR1,h_c + mql8_c + tmao_c --> h2o_c + mqn8_c + tma_c,TMAOR1,Trimethylamine N-oxide reductase (menaquinol 8)
TMAOR2,2dmmql8_c + h_c + tmao_c --> 2dmmq8_c + h2o_c + tma_c,TMAOR2,Trimethylamine N-oxide reductase (demethylmenaquinol 8)
DGK1,atp_c + dgmp_c <=> adp_c + dgdp_c,DGK1,Deoxyguanylate kinase (dGMP:ATP)
DTMPK,atp_c + dtmp_c <=> adp_c + dtdp_c,DTMPK,DTMP kinase
NDPK1,atp_c + gdp_c <=> adp_c + gtp_c,NDPK1,Nucleoside-diphosphate kinase (ATP:GDP)
TRDR,h_c + nadph_c + trdox_c --> nadp_c + trdrd_c,TRDR,Thioredoxin reductase (NADPH)
DDPA,e4p_c + h2o_c + pep_c --> 2dda7p_c + pi_c,DDPA,3-deoxy-D-arabino-heptulosonate 7-phosphate synthetase
NMNDA,h2o_c + nmn_c --> nh4_c + nicrnt_c,NMNDA,Nicotinamide-nucleotide amidase
NNAM,h2o_c + ncam_c --> nac_c + nh4_c,NNAM,Nicotinamidase
P5CD,1pyr5c_c + 2.0 h2o_c + nad_c --> glu__L_c + h_c + nadh_c,P5CD,1-pyrroline-5-carboxylate dehydrogenase
PGMT,g1p_c <=> g6p_c,PGMT,Phosphoglucomutase
FRUK,atp_c + f1p_c --> adp_c + fdp_c + h_c,FRUK,Fructose-1-phosphate kinase
SPMDAT1,accoa_c + spmd_c --> N1aspmd_c + coa_c + h_c,SPMDAT1,Spermidine acetyltransferase
RHCCE,rhcys_c --> dhptd_c + hcys__L_c,RHCCE,S-ribosylhomocysteine cleavage enzyme
EX_dha_e,dha_e --> ,EX_dha_e,Dihydroxyacetone exchange
KG6PDC,3dhgulnp_c + h_c --> co2_c + xu5p__L_c,KG6PDC,3-keto-L-gulonate 6-phosphate decarboxylase
SPMDAT2,accoa_c + spmd_c --> coa_c + h_c + n8aspmd_c,SPMDAT2,Spermidine acetyltransferase (N8)
TDPADGAT,accoa_c + dtdp4addg_c --> coa_c + dtdp4aaddg_c + h_c,TDPADGAT,"DTDP-4-amino-4,6-dideoxy-D-glucose acetyltransferase"
MALS,accoa_c + glx_c + h2o_c --> coa_c + h_c + mal__L_c,MALS,Malate synthase
X5PL3E,xu5p__L_c --> ru5p__L_c,X5PL3E,L-xylulose 5-phosphate 3-epimerase
DOGULNR,23doguln_c + h_c + nadh_c --> 3dhguln_c + nad_c,DOGULNR,"2,3 dioxo-L-gulonate reductase"
TRE6PP,h2o_c + tre6p_c --> pi_c + tre_c,TRE6PP,Trehalose-phosphatase
EX_fuc__L_e,fuc__L_e --> ,EX_fuc__L_e,L-Fucose exchange
EX_met__D_e,met__D_e --> ,EX_met__D_e,D-Methionine exchange
EX_tartr__L_e,tartr__L_e --> ,EX_tartr__L_e,L-tartrate exchange
BETALDHx,betald_c + h2o_c + nad_c --> glyb_c + 2.0 h_c + nadh_c,BETALDHx,Betaine-aldehyde dehydrogenase
BETALDHy,betald_c + h2o_c + nadp_c --> glyb_c + 2.0 h_c + nadph_c,BETALDHy,Betaine-aldehyde dehydrogenase
MLTG3,h2o_c + maltpt_c --> glc__D_c + maltttr_c,MLTG3,Maltodextrin glucosidase (maltopentaose)
EX_taur_e,taur_e --> ,EX_taur_e,Taurine exchange
EX_maltpt_e,maltpt_e --> ,EX_maltpt_e,Maltopentaose exchange
EX_glyald_e,glyald_e --> ,EX_glyald_e,D-Glyceraldehyde exchange
EX_glcur_e,glcur_e --> ,EX_glcur_e,D-Glucuronate exchange
ADPRDP,adprib_c + h2o_c --> amp_c + 2.0 h_c + r5p_c,ADPRDP,ADPribose diphosphatase
DKGLCNR1,25dkglcn_c + h_c + nadph_c --> 2dhguln_c + nadp_c,DKGLCNR1,"2,5-diketo-D-gluconate reductase"
NADTRHD,nad_c + nadph_c --> nadh_c + nadp_c,NADTRHD,NAD transhydrogenase
AACPS2,ACP_c + atp_c + ttdcea_c --> amp_c + ppi_c + tdeACP_c,AACPS2,Acyl-[acyl-carrier-protein] synthetase  (n-C14:1)
FMNRx2,fmn_c + h_c + nadph_c --> fmnh2_c + nadp_c,FMNRx2,FMN reductase
ACPS1,apoACP_c + coa_c --> ACP_c + h_c + pap_c,ACPS1,Acyl-carrier protein synthase
EX_nmn_e,nmn_e --> ,EX_nmn_e,NMN exchange
EX_urea_e,urea_e --> ,EX_urea_e,Urea exchange
ARAI,arab__L_c <=> rbl__L_c,ARAI,L-arabinose isomerase
M1PD,mnl1p_c + nad_c <=> f6p_c + h_c + nadh_c,M1PD,Mannitol-1-phosphate 5-dehydrogenase
G3PD2,glyc3p_c + nadp_c <=> dhap_c + h_c + nadph_c,G3PD2,Glycerol-3-phosphate dehydrogenase (NADP)
GALS3,h2o_c + melib_c --> gal_c + glc__D_c,GALS3,A-galactosidase (melibiose)
FCI,fuc__L_c <=> fcl__L_c,FCI,L-fucose isomerase
FCLK,atp_c + fcl__L_c --> adp_c + fc1p_c + h_c,FCLK,L-fuculokinase
FCLPA,fc1p_c <=> dhap_c + lald__L_c,FCLPA,L-fuculose 1-phosphate aldolase
GMPS2,atp_c + gln__L_c + h2o_c + xmp_c --> amp_c + glu__L_c + gmp_c + 2.0 h_c + ppi_c,GMPS2,GMP synthase
AMPN,amp_c + h2o_c --> ade_c + r5p_c,AMPN,AMP nucleosidase
GSNK,atp_c + gsn_c --> adp_c + gmp_c + h_c,GSNK,Guanosine kinase
ACCOAL,atp_c + coa_c + ppa_c --> adp_c + pi_c + ppcoa_c,ACCOAL,Acetate-CoA ligase (ADP-forming)
GALUi,g1p_c + h_c + utp_c --> ppi_c + udpg_c,GALUi,UTP-glucose-1-phosphate uridylyltransferase (irreversible)
AACPS3,ACP_c + atp_c + hdca_c --> amp_c + palmACP_c + ppi_c,AACPS3,Acyl-[acyl-carrier-protein] synthetase  (n-C16:0)
U23GAAT,3hmrsACP_c + u3hga_c --> ACP_c + h_c + u23ga_c,U23GAAT,UDP-3-O-(3-hydroxymyristoyl)glucosamine acyltransferase
EX_f6p_e,f6p_e --> ,EX_f6p_e,D-fructose 6-phosphate exchange
UAAGDS,26dap__M_c + atp_c + uamag_c --> adp_c + h_c + pi_c + ugmd_c,UAAGDS,"UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimelate synthetase"
AACPS4,ACP_c + atp_c + hdcea_c --> amp_c + hdeACP_c + ppi_c,AACPS4,Acyl-[acyl-carrier-protein] synthetase  (n-C16:1)
UAMAS,ala__L_c + atp_c + uamr_c --> adp_c + h_c + pi_c + uama_c,UAMAS,UDP-N-acetylmuramoyl-L-alanine synthetase
UAMAGS,atp_c + glu__D_c + uama_c --> adp_c + h_c + pi_c + uamag_c,UAMAGS,UDP-N-acetylmuramoyl-L-alanyl-D-glutamate synthetase
UGLYCH,h2o_c + 2.0 h_c + urdglyc_c --> co2_c + glx_c + 2.0 nh4_c,UGLYCH,Ureidoglycolate hydrolase
NTPP3,dctp_c + h2o_c --> dcmp_c + h_c + ppi_c,NTPP3,Nucleoside triphosphate pyrophosphorylase (dctp)
NTPP6,atp_c + h2o_c --> amp_c + h_c + ppi_c,NTPP6,Nucleoside triphosphate pyrophosphorylase (atp)
NTPP7,dttp_c + h2o_c --> dtmp_c + h_c + ppi_c,NTPP7,Nucleoside triphosphate pyrophosphorylase (dttp)
OP4ENH,h2o_c + op4en_c --> 4h2opntn_c,OP4ENH,2-oxopent-4-enoate hydratase
EX_rmn_e,rmn_e --> ,EX_rmn_e,L-Rhamnose exchange
HOPNTAL,4h2opntn_c --> acald_c + pyr_c,HOPNTAL,4-hydroxy-2-oxopentanoate aldolase
NTPP8,h2o_c + utp_c --> h_c + ppi_c + ump_c,NTPP8,Nucleoside triphosphate pyrophosphorylase (utp)
P5CR,1pyr5c_c + 2.0 h_c + nadph_c --> nadp_c + pro__L_c,P5CR,Pyrroline-5-carboxylate reductase
CYANST,cyan_c + tsul_c --> h_c + so3_c + tcynt_c,CYANST,Cyanide sulfurtransferase
EX_ttdca_e,ttdca_e --> ,EX_ttdca_e,Tetradecanoate (n-C14:0) exchange
DHPPDA2,25drapp_c + h2o_c + h_c --> 5apru_c + nh4_c,DHPPDA2,Diaminohydroxyphosphoribosylaminopryrimidine deaminase (25drapp)
3HPPPNH,3hpppn_c + h_c + nadh_c + o2_c --> dhpppn_c + h2o_c + nad_c,3HPPPNH,3-(3-hydroxy-phenyl)propionate hydroxylase
G5SADs,glu5sa_c --> 1pyr5c_c + h2o_c + h_c,G5SADs,L-glutamate 5-semialdehyde dehydratase (spontaneous)
GMAND,gdpmann_c --> gdpddman_c + h2o_c,GMAND,GDP-D-mannose dehydratase
PPCSCT,ppcoa_c + succ_c --> ppa_c + succoa_c,PPCSCT,Propanoyl-CoA: succinate CoA-transferase
CYTD,cytd_c + h2o_c + h_c --> nh4_c + uri_c,CYTD,Cytidine deaminase
AKGDH,akg_c + coa_c + nad_c --> co2_c + nadh_c + succoa_c,AKGDH,2-Oxogluterate dehydrogenase
HPYRRx,h_c + hpyr_c + nadh_c --> glyc__R_c + nad_c,HPYRRx,Hydroxypyruvate reductase (NADH)
GLYCDx,glyc_c + nad_c --> dha_c + h_c + nadh_c,GLYCDx,Glycerol dehydrogenase
