Reaction,Substrate partner,Direction,SMILES,BiGG Name,DB Name,Cleaned Substrate
12DGR161tipp,12dgr161_p,forward,CCCCCCC=CCCCCCCCC(=O)OCC(CO)OC(=O)CCCCCCCC=CCCCCCC,"1,2-Diacyl-sn-glycerol (dihexadec-9-enoyl, n-C16:1)","1,2-Diacyl-sn-glycerol (dihexadec-9-enoyl, n-C16:1)",12dgr161
12DGR181tipp,12dgr181_p,forward,CCCCCCC=CCCCCCCCCCC(=O)OCC(CO)OC(=O)CCCCCCCCCC=CCCCCCC,"1,2-Diacyl-sn-glycerol (dioctadec-11-enoyl, n-C18:1)","1,2-Diacyl-sn-glycerol (dioctadec-11-enoyl, n-C18:1)",12dgr181
NTP11,ditp_c,forward,O=c1[nH]cnc2c1ncn2[C@H]1C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])O)O1,DITP(4-),dITP,ditp
NTP11,h2o_c,forward,O,H2O H2O,,h2o
3OAS180,h_c,forward,[H+],H+,H(+),h
3OAS180,malACP_c,forward,,Malonyl-[acyl-carrier protein],,malACP
3OAS180,palmACP_c,forward,,Palmitoyl-[acp],,palmACP
3HAD180,3hoctaACP_c,forward,,(R)-3-Hydroxyoctadecanoyl-[acyl-carrier protein],,3hoctaACP
CDAPPA120,cdpdddecg_c,forward,CCCCCCCCCCCC(=O)OCC(COP(=O)([O-])OP(=O)([O-])OCC1OC(n2ccc(N)nc2=O)C(O)C1O)OC(=O)CCCCCCCCCCC,"CDP-1,2-didodecanoylglycerol","CDP-1,2-didodecanoylglycerol",cdpdddecg
CDAPPA120,h2o_c,forward,O,H2O H2O,,h2o
PSSA120,cdpdddecg_c,forward,CCCCCCCCCCCC(=O)OCC(COP(=O)([O-])OP(=O)([O-])OCC1OC(n2ccc(N)nc2=O)C(O)C1O)OC(=O)CCCCCCCCCCC,"CDP-1,2-didodecanoylglycerol","CDP-1,2-didodecanoylglycerol",cdpdddecg
PSSA120,ser__L_c,forward,[NH3+]C(CO)C(=O)[O-],L-Serine,DL-Serine,ser  L
PSD120,h_c,forward,[H+],H+,H(+),h
PSD120,ps120_c,forward,CCCCCCCCCCCC(=O)OCC(COP(=O)([O-])OCCNC(=O)[O-])OC(=O)CCCCCCCCCCC,"Phosphatidylserine (didodecanoyl, n-C12:0)","Phosphatidylserine (didodecanoyl, n-C12:0)",ps120
PAPA120,h2o_c,forward,O,H2O H2O,,h2o
PAPA120,pa120_c,forward,CCCCCCCCCCCC(=O)OCC(COP(=O)([O-])O)OC(=O)CCCCCCCCCCC,"1,2-didodecanoyl-sn-glycerol 3-phosphate","1,2-didodecanoyl-sn-glycerol 3-phosphate",pa120
EX_cpgn_un_e,cpgn_un_e,forward,CC(=O)NC(CCN(O)C(=O)/C=C(\C)CCO)CC(=O)OCC/C(C)=C/C(=O)N(O)CCCC1NC(=O)C(CCCN(O)C(=O)/C=C(/C)CCO)NC1=O,Coprogen unloaded (no Fe(III)),coprogen,cpgn un
MDDEP1pp,h2o_p,forward,,H2O H2O,,h2o
MDDEP1pp,murein4px4p_p,forward,,"Two disacharide linked murein units, tetrapeptide corsslinked tetrapeptide (A2pm->D-ala) (middle of chain)",,murein4px4p
MDDEP2pp,h2o_p,forward,,H2O H2O,,h2o
MDDEP2pp,murein3px4p_p,forward,CC(=O)NC1=COC(CO)C2OC3OC(CO)C(OC4OC(CO)C(OC5OC(CO)C(O)C(O)C5NC(C)=O)C(OC(C)C(=O)NC(C)C(=O)NC(CCC(=O)[O-])C(=O)NC(CCCC(N)C(=O)[O-])C(=O)NC(C)C(=O)NC(C(=O)[O-])CCCC(C(=O)O)NC(=O)C(CCC(=O)[O-])NC(=O)C(C)NC(=O)C(C)OC12)C4NC(C)=O)C(O)C3NC(C)=O,"Two disacharide linked murein units, tripeptide crosslinked tetrapeptide (A2pm->D-ala) (middle of chain)","two disacharide linked murein units, tripeptide crosslinked tetrapeptide (A2pm->D-ala) (middle of chain)",murein3px4p
PSD181,h_c,forward,[H+],H+,H(+),h
PSD181,ps181_c,forward,CCCCCCC=CCCCCCCCCCC(=O)OCC(COP(=O)([O-])OCCNC(=O)[O-])OC(=O)CCCCCCCCCC=CCCCCCC,"Phosphatidylserine (dioctadec-11-enoyl, n-C18:1)","Phosphatidylserine (dioctadec-11-enoyl, n-C18:1)",ps181
DAGK180,12dgr180_c,forward,CCCCCCCCCCCCCCCCCC(=O)OCC(CO)OC(=O)CCCCCCCCCCCCCCCCC,"1,2-Diacyl-sn-glycerol (dioctadecanoyl, n-C18:0)","1,2-Diacyl-sn-glycerol (dioctadecanoyl, n-C18:0)",12dgr180
DAGK180,atp_c,forward,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O,ATP C10H12N5O13P3,ATP,atp
DAGK181,12dgr181_c,forward,CCCCCCC=CCCCCCCCCCC(=O)OCC(CO)OC(=O)CCCCCCCCCC=CCCCCCC,"1,2-Diacyl-sn-glycerol (dioctadec-11-enoyl, n-C18:1)","1,2-Diacyl-sn-glycerol (dioctadec-11-enoyl, n-C18:1)",12dgr181
DAGK181,atp_c,forward,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O,ATP C10H12N5O13P3,ATP,atp
PLIPA2E120pp,h2o_p,forward,,H2O H2O,,h2o
PLIPA2E120pp,pe120_p,forward,,"Phosphatidylethanolamine (didodecanoyl, n-C12:0)",,pe120
PLIPA2G141pp,h2o_p,forward,,H2O H2O,,h2o
PLIPA2G141pp,pg141_p,forward,CCCCCCC=CCCCCCC(=O)OCC(COP(=O)([O-])OCC(O)CO)OC(=O)CCCCCC=CCCCCCC,"Phosphatidylglycerol (ditetradec-7-enoyl, n-C14:1)","Phosphatidylglycerol (ditetradec-7-enoyl, n-C14:1)",pg141
PLIPA2G161pp,h2o_p,forward,,H2O H2O,,h2o
PLIPA2G161pp,pg161_p,forward,CCCCCC/C=C/CCCCCCCC(=O)OC[C@H](COP(=O)([O-])OC[C@@H](O)CO)OC(=O)CCCCCCC/C=C/CCCCCC,"Phosphatidylglycerol (dihexadec-9-enoyl, n-C16:1)","phosphatidylglycerol (dihexadec-9-enoyl, n-C16:1)",pg161
LPLIPAL1A120pp,1ddecg3p_p,forward,CCCCCCCCCCCC(=O)OC[C@@H](O)COP(=O)([O-])[O-],1-dodecanoyl-sn-glycerol 3-phosphate,1-dodecanoyl-sn-glycerol 3-phosphate,1ddecg3p
LPLIPAL1A120pp,h2o_p,forward,,H2O H2O,,h2o
LPLIPAL1A140pp,1tdecg3p_p,forward,CCCCCCCCCCCCCC(=O)OC[C@@H](O)COP(=O)([O-])[O-],1-tetradecanoyl-sn-glycerol 3-phosphate,1-tetradecanoyl-sn-glycerol 3-phosphate,1tdecg3p
LPLIPAL1A140pp,h2o_p,forward,,H2O H2O,,h2o
LPLIPAL1A181pp,1odec11eg3p_p,forward,,1-octadec-11-enoyl-sn-glycerol 3-phosphate,,1odec11eg3p
LPLIPAL1A181pp,h2o_p,forward,,H2O H2O,,h2o
LPLIPAL1E120pp,1agpe120_p,forward,CCCCCCCCCCCC(=O)OC[C@@H](O)COP(=O)(O)OCCN,1-Acyl-sn-glycero-3-phosphoethanolamine (n-C12:0),PE(12:0/0:0),1agpe120
LPLIPAL1E120pp,h2o_p,forward,,H2O H2O,,h2o
3OAR180,3ooctdACP_c,forward,CCCCCCCCCCCCCCCC(=O)CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)([O-])O[*],3-Oxooctadecanoyl-[acyl-carrier protein],3-Oxooctadecanoyl-[acyl-carrier protein],3ooctdACP
3OAR180,h_c,forward,[H+],H+,H(+),h
3OAR180,nadph_c,forward,NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1,Nicotinamide adenine dinucleotide phosphate - reduced,NADPH,nadph
3OAR180,3hoctaACP_c,reverse,,(R)-3-Hydroxyoctadecanoyl-[acyl-carrier protein],,3hoctaACP
3OAR180,nadp_c,reverse,NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)c1,Nicotinamide adenine dinucleotide phosphate,NADP(+),nadp
G3PAT120,ddcaACP_c,forward,,Dodecanoyl-ACP (n-C12:0ACP),,ddcaACP
G3PAT120,glyc3p_c,forward,O=P([O-])([O-])OC[C@H](O)CO,Glycerol 3-phosphate,sn-glycerol 3-phosphate,glyc3p
PGSA120,cdpdddecg_c,forward,CCCCCCCCCCCC(=O)OCC(COP(=O)([O-])OP(=O)([O-])OCC1OC(n2ccc(N)nc2=O)C(O)C1O)OC(=O)CCCCCCCCCCC,"CDP-1,2-didodecanoylglycerol","CDP-1,2-didodecanoylglycerol",cdpdddecg
PGSA120,glyc3p_c,forward,O=P([O-])([O-])OC[C@H](O)CO,Glycerol 3-phosphate,sn-glycerol 3-phosphate,glyc3p
TDSR2,dsbdrd_c,forward,[*],Fused thiol:disulfide interchange protein (reduced),Fused thiol:disulfide interchange protein (reduced),dsbdrd
TDSR2,dsbgox_p,forward,[*],Periplasmic disulfide isomerase/thiol-disulphide oxidase (oxidized),Periplasmic disulfide isomerase/thiol-disulphide oxidase (oxidized),dsbgox
GTHRDtex,gthrd_e,forward,[NH3+][C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC(=O)[O-])C(=O)[O-],Reduced glutathione,GSH,gthrd
GTHRDtex,gthrd_p,reverse,[NH3+][C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC(=O)[O-])C(=O)[O-],Reduced glutathione,GSH,gthrd
GTHRDabc2pp,atp_c,forward,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O,ATP C10H12N5O13P3,ATP,atp
GTHRDabc2pp,gthrd_c,forward,[NH3+][C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC(=O)[O-])C(=O)[O-],Reduced glutathione,GSH,gthrd
GTHRDabc2pp,h2o_c,forward,O,H2O H2O,,h2o
OMMBLHX3,2ommbl_c,forward,COc1cc(O)c(C)c(C/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C)c1O,"2-Octaprenyl-3-methyl-6-methoxy- 1,4-benzoquinol","2-Octaprenyl3-methyl-6-methoxy- 1,4-benzoquinol",2ommbl
OMMBLHX3,atp_c,forward,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O,ATP C10H12N5O13P3,ATP,atp
OMMBLHX3,h2o_c,forward,O,H2O H2O,,h2o
OMMBLHX3,nad_c,forward,NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1,Nicotinamide adenine dinucleotide,NAD(+),nad
NADHPO,h2o2_c,forward,OO,Hydrogen peroxide,H2O2,h2o2
NADHPO,h_c,forward,[H+],H+,H(+),h
NADHPO,nadh_c,forward,NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1,Nicotinamide adenine dinucleotide - reduced,NADH,nadh
ACOAD7f,fad_c,forward,Cc1cc2nc3c(=O)[n-]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)c2cc1C,Flavin adenine dinucleotide oxidized,FAD,fad
ACOAD7f,pmtcoa_c,forward,CCCCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-],Palmitoyl-CoA (n-C16:0CoA),Palmitoyl-CoA,pmtcoa
ACOAD7f,fadh2_c,reverse,Cc1cc2c(cc1C)N(C[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n3cnc4c(N)ncnc43)[C@H](O)[C@@H]1O)c1[nH]c(=O)[nH]c(=O)c1N2,Flavin adenine dinucleotide reduced,FADH2,fadh2
ACOAD7f,hdd2coa_c,reverse,CCCCCCCCCCCCC/C=C/C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-],Trans-Hexadec-2-enoyl-CoA,(2E)-Hexadecenoyl-CoA,hdd2coa
ACOAD8f,fad_c,forward,Cc1cc2nc3c(=O)[n-]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)c2cc1C,Flavin adenine dinucleotide oxidized,FAD,fad
ACOAD8f,stcoa_c,forward,CCCCCCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-],Stearoyl-CoA (n-C18:0CoA),strcoa,stcoa
ACOAD8f,fadh2_c,reverse,Cc1cc2c(cc1C)N(C[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n3cnc4c(N)ncnc43)[C@H](O)[C@@H]1O)c1[nH]c(=O)[nH]c(=O)c1N2,Flavin adenine dinucleotide reduced,FADH2,fadh2
ACOAD8f,od2coa_c,reverse,CCCCCCCCCCCCCCC/C=C/C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-],Trans-Octadec-2-enoyl-CoA,(2E)-Octadecenoyl-CoA,od2coa
ACOAD5f,ddcacoa_c,forward,CCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-],Dodecanoyl-CoA (n-C12:0CoA),Lauroyl-CoA,ddcacoa
ACOAD5f,fad_c,forward,Cc1cc2nc3c(=O)[n-]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)c2cc1C,Flavin adenine dinucleotide oxidized,FAD,fad
ACOAD5f,dd2coa_c,reverse,CCCCCCCCC/C=C/C(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1OC(n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-],Trans-Dodec-2-enoyl-CoA,(2E)-Dodecenoyl-CoA,dd2coa
ACOAD5f,fadh2_c,reverse,Cc1cc2c(cc1C)N(C[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n3cnc4c(N)ncnc43)[C@H](O)[C@@H]1O)c1[nH]c(=O)[nH]c(=O)c1N2,Flavin adenine dinucleotide reduced,FADH2,fadh2
ACOAD3f,fad_c,forward,Cc1cc2nc3c(=O)[n-]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)c2cc1C,Flavin adenine dinucleotide oxidized,FAD,fad
ACOAD3f,occoa_c,forward,CCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-],Octanoyl-CoA (n-C8:0CoA),Octanoyl-CoA,occoa
ACOAD3f,fadh2_c,reverse,Cc1cc2c(cc1C)N(C[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n3cnc4c(N)ncnc43)[C@H](O)[C@@H]1O)c1[nH]c(=O)[nH]c(=O)c1N2,Flavin adenine dinucleotide reduced,FADH2,fadh2
ACOAD3f,oc2coa_c,reverse,CCCCC/C=C/C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-],Trans-Oct-2-enoyl-CoA,(2E)-Octenoyl-CoA,oc2coa
ACOAD2f,fad_c,forward,Cc1cc2nc3c(=O)[n-]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)c2cc1C,Flavin adenine dinucleotide oxidized,FAD,fad
ACOAD2f,hxcoa_c,forward,,Hexanoyl-CoA (n-C6:0CoA),,hxcoa
ACOAD2f,fadh2_c,reverse,Cc1cc2c(cc1C)N(C[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n3cnc4c(N)ncnc43)[C@H](O)[C@@H]1O)c1[nH]c(=O)[nH]c(=O)c1N2,Flavin adenine dinucleotide reduced,FADH2,fadh2
ACOAD2f,hx2coa_c,reverse,CCC/C=C/C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-],Trans-Hex-2-enoyl-CoA,(2E)-Hexenoyl-CoA,hx2coa
ACOAD4f,dcacoa_c,forward,,Decanoyl-CoA (n-C10:0CoA),,dcacoa
ACOAD4f,fad_c,forward,Cc1cc2nc3c(=O)[n-]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)c2cc1C,Flavin adenine dinucleotide oxidized,FAD,fad
ACOAD4f,dc2coa_c,reverse,CCCCCCC/C=C/C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-],Trans-Dec-2-enoyl-CoA,(2E)-Decenoyl-CoA,dc2coa
ACOAD4f,fadh2_c,reverse,Cc1cc2c(cc1C)N(C[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n3cnc4c(N)ncnc43)[C@H](O)[C@@H]1O)c1[nH]c(=O)[nH]c(=O)c1N2,Flavin adenine dinucleotide reduced,FADH2,fadh2
ACOAD6f,fad_c,forward,Cc1cc2nc3c(=O)[n-]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)c2cc1C,Flavin adenine dinucleotide oxidized,FAD,fad
ACOAD6f,tdcoa_c,forward,CCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-],Tetradecanoyl-CoA (n-C14:0CoA),Myristoyl-CoA,tdcoa
ACOAD6f,fadh2_c,reverse,Cc1cc2c(cc1C)N(C[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n3cnc4c(N)ncnc43)[C@H](O)[C@@H]1O)c1[nH]c(=O)[nH]c(=O)c1N2,Flavin adenine dinucleotide reduced,FADH2,fadh2
ACOAD6f,td2coa_c,reverse,CCCCCCCCCCC/C=C/C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-],Trans-Tetradec-2-enoyl-CoA,(2E)-Tetradecenoyl-CoA,td2coa
NADH16pp,h_c,forward,[H+],H+,H(+),h
NADH16pp,nadh_c,forward,NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1,Nicotinamide adenine dinucleotide - reduced,NADH,nadh
NADH16pp,q8_c,forward,COC1=C(OC)C(=O)C(C/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C)=C(C)C1=O,Ubiquinone-8,ubiquinone-8,q8
NADH18pp,2dmmq8_c,forward,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC1=CC(=O)c2ccccc2C1=O,2-Demethylmenaquinone 8,2-demethylmenaquinone-8,2dmmq8
NADH18pp,h_c,forward,[H+],H+,H(+),h
NADH18pp,nadh_c,forward,NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1,Nicotinamide adenine dinucleotide - reduced,NADH,nadh
EX_tartr__D_e,tartr__D_e,forward,O=C([O-])[C@@H](O)[C@H](O)C(=O)[O-],D-tartrate,"(S,S)-tartrate",tartr  D
GLYBt2pp,glyb_p,forward,C[N+](C)(C)CC(=O)[O-],Glycine betaine,glycine betaine,glyb
GLYBt2pp,h_p,forward,[H+],H+,H(+),h
DSERt2pp,h_p,forward,[H+],H+,H(+),h
DSERt2pp,ser__D_p,forward,[NH3+][C@H](CO)C(=O)[O-],D-Serine,D-serine,ser  D
ALAt4pp,ala__L_p,forward,CC([NH3+])C(=O)[O-],L-Alanine,Alanine,ala  L
ALAt4pp,na1_p,forward,[Na+],Sodium,Na(+),na1
LYSt3pp,h_p,forward,[H+],H+,H(+),h
LYSt3pp,lys__L_c,forward,[NH3+]CCCCC([NH3+])C(=O)[O-],L-Lysine,Lysine,lys  L
EX_tungs_e,tungs_e,forward,O=[W](=O)([O-])[O-],Tungstate,tungstate,tungs
CTBTCAL2,atp_c,forward,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O,ATP C10H12N5O13P3,ATP,atp
CTBTCAL2,coa_c,forward,CC(C)(CO[P](O)(=O)O[P](O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1O[P](O)(O)=O)n2cnc3c(N)ncnc23)[C@@H](O)C(=O)NCCC(=O)NCCS,Coenzyme A,,coa
CTBTCAL2,ctbt_c,forward,C[N+](C)(C)C/C=C/C(=O)[O-],Crotonobetaine,4-(Trimethylammonio)but-2-enoate,ctbt
BGLA1,6pgg_c,forward,,"6-Phospho-beta-D-glucosyl-(1,4)-D-glucose",,6pgg
BGLA1,h2o_c,forward,O,H2O H2O,,h2o
EX_crn__D_e,crn__D_e,forward,C[N+](C)(C)C[C@@H](O)CC(=O)[O-],D-Carnitine,D-Carnitine,crn  D
GDPMNP,gdpmann_c,forward,Nc1nc2c(ncn2C2O[C@H](COP(=O)([O-])OP(=O)([O-])O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c(=O)[nH]1,GDP-D-mannose,GDP-mannose,gdpmann
GDPMNP,h2o_c,forward,O,H2O H2O,,h2o
OPHHX3,2oph_c,forward,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/Cc1ccccc1O,2-Octaprenylphenol,2-all-trans-octaprenylphenol,2oph
OPHHX3,atp_c,forward,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O,ATP C10H12N5O13P3,ATP,atp
OPHHX3,h2o_c,forward,O,H2O H2O,,h2o
OPHHX3,nad_c,forward,NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1,Nicotinamide adenine dinucleotide,NAD(+),nad
AMMQLT8,2dmmql8_c,forward,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/Cc1cc(O)c2ccccc2c1O,2-Demethylmenaquinol 8,2-demethylmenaquinol-8,2dmmql8
AMMQLT8,amet_c,forward,C[S+](CC[C@H]([NH3+])C(=O)[O-])C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O,S-Adenosyl-L-methionine,S-Adenosyl-L-methionine,amet
FA120ACPHi,ddcaACP_c,forward,,Dodecanoyl-ACP (n-C12:0ACP),,ddcaACP
FA120ACPHi,h2o_c,forward,O,H2O H2O,,h2o
FA80ACPHi,h2o_c,forward,O,H2O H2O,,h2o
FA80ACPHi,ocACP_c,forward,CCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)([O-])O[*],Octanoyl-ACP (n-C8:0ACP),Octanoyl-ACP (n-C8:0ACP),ocACP
FA140ACPHi,h2o_c,forward,O,H2O H2O,,h2o
FA140ACPHi,myrsACP_c,forward,,Myristoyl-ACP (n-C14:0ACP),,myrsACP
FA100ACPHi,dcaACP_c,forward,,Decanoyl-ACP (n-C10:0ACP),,dcaACP
FA100ACPHi,h2o_c,forward,O,H2O H2O,,h2o
CRNDCAL2,atp_c,forward,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O,ATP C10H12N5O13P3,ATP,atp
CRNDCAL2,coa_c,forward,CC(C)(CO[P](O)(=O)O[P](O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1O[P](O)(O)=O)n2cnc3c(N)ncnc23)[C@@H](O)C(=O)NCCC(=O)NCCS,Coenzyme A,,coa
CRNDCAL2,crn__D_c,forward,C[N+](C)(C)C[C@@H](O)CC(=O)[O-],D-Carnitine,D-Carnitine,crn  D
